metric,n_cases,mean,sd,se,min,max
expected_fs_hard_sum,15,62.600823850799415,1.217940489670551,0.31447088221105,60.49841531289323,65.33101148733094
expected_fs_hard_mean,15,1.18904529821652,0.00790165767006131,0.0020401992375719703,1.1796442941049456,1.2078796313316393
expected_fs_hard_density,15,0.4752742565691081,0.002475774430526169,0.0006392422092262669,0.4718191485655208,0.4801220746488459
expected_fs_soft_sum,15,62.699126579694536,1.2523437118885241,0.32335375599145555,60.59299807284252,65.50767794183969
expected_fs_soft_mean,15,1.1893456900597068,0.00815285032824177,0.002105056903026803,1.1798994585886577,1.2087306487953784
expected_fs_soft_density,15,0.47521712545803135,0.0025862400831975683,0.0006677643181012177,0.4715788963639194,0.4802110385577882
n_shapes_selected_hard,15,4546.4,334.6103917778321,86.39603165489885,3936.0,5213.0
