case_id,top_k_clusters,n_selected_clusters,n_shapes_selected_hard,expected_fs_hard_sum,expected_fs_hard_mean,expected_fs_hard_density,expected_fs_soft_sum,expected_fs_soft_mean,expected_fs_soft_density,fs_signed,fs_resolution,n_points_shape,n_points_occluder
bird_17_high_large_1,5,5,4355,62.0419724462121,1.1872130043544753,0.47550759135621634,62.187819986834285,1.187665847600289,0.47541363606760506,True,3,256,128
bird_17_high_large_2,5,5,4398,61.41514873820581,1.1808033662055277,0.4726681731544634,61.480731089551675,1.180638520640377,0.4723957345163521,True,3,256,128
bird_17_high_large_3,5,5,4557,62.239743412797196,1.183154300230232,0.47230910391152237,62.33374648110052,1.1831692216314065,0.47209662579102873,True,3,256,128
bird_17_high_large_4,5,5,4324,60.49841531289323,1.1796442941049456,0.47483689869951107,60.59299807284252,1.1798994585886577,0.4747573629143705,True,3,256,128
bird_17_high_large_5,5,5,4354,61.8801771542913,1.1873894553903996,0.47566367993219016,62.003382043968394,1.1878596097633838,0.4756519746739532,True,3,256,128
bird_17_high_large_6,5,5,4535,62.33169996153076,1.185270552535844,0.4737539424547103,62.44042372212911,1.1855022421381372,0.4736227012525969,True,3,256,128
bird_17_high_large_7,5,5,4970,64.04017797448087,1.1989156695410312,0.4781466736144164,64.15875364838423,1.199452113838886,0.4781836048204392,True,3,256,128
bird_17_high_large_8,5,5,4225,63.20080325821464,1.1985889844712827,0.4798095044983563,63.23603712948828,1.1989850216772016,0.4799693901359583,True,3,256,128
bird_17_high_large_9,5,5,5213,62.210783723850845,1.1861967220185017,0.4744188584064604,62.234602090496104,1.18626964295742,0.4744030941178438,True,3,256,128
bird_17_high_large_10,5,5,4700,64.27651070139098,1.196841214995463,0.4760318600192829,64.51233861913121,1.1977524678277016,0.4760235385515591,True,3,256,128
bird_17_high_large_11,5,5,3936,62.62899786473278,1.1836574816963257,0.4718191485655208,62.73206193602633,1.1836372100249317,0.4715788963639194,True,3,256,128
bird_17_high_large_12,5,5,4849,62.8834880723824,1.187559824184018,0.4739199586361652,62.960728377559086,1.1876485481176258,0.47378786369873005,True,3,256,128
bird_17_high_large_13,5,5,4946,61.630613865878445,1.1848478664007065,0.474943656278542,61.61940979654123,1.184939416553621,0.47501352224297505,True,3,256,128
bird_17_high_large_14,5,5,4501,62.40281378779899,1.187717105787408,0.4751627243604168,62.48618775952522,1.1880353807405861,0.4751478981653513,True,3,256,128
bird_17_high_large_15,5,5,4333,65.33101148733094,1.2078796313316393,0.4801220746488459,65.50767794183969,1.2087306487953784,0.4802110385577882,True,3,256,128
