metric,n_cases,mean,sd,se,min,max
expected_fs_hard_sum,15,22.427604090250373,0.6156517249339081,0.1589605918488597,21.047151089885766,23.133744917984174
expected_fs_hard_mean,15,1.0969210595302619,0.011799771562656412,0.0030466879167480097,1.0709016985347601,1.1090741319354358
expected_fs_hard_density,15,0.2199031667480548,0.0022016461738226713,0.000568462597697099,0.21515189094349274,0.2221313880397963
expected_fs_soft_sum,15,22.224732291830673,0.6771091063677778,0.17482881950185264,20.75182657659433,23.01344074926411
expected_fs_soft_mean,15,1.093003407592866,0.013236606578573545,0.003417677122607658,1.0646815266158591,1.1071220481194937
expected_fs_soft_density,15,0.21917992729074348,0.0024868503196303587,0.0006421019914959313,0.21396060703462036,0.22183244918736741
n_shapes_selected_hard,15,6827.733333333334,1075.6245007746274,277.72505188485326,5129.0,8285.0
