case_id,top_k_clusters,n_selected_clusters,n_shapes_selected_hard,expected_fs_hard_sum,expected_fs_hard_mean,expected_fs_hard_density,expected_fs_soft_sum,expected_fs_soft_mean,expected_fs_soft_density,fs_signed,fs_resolution,n_points_shape,n_points_occluder
butterfly_48_symmetrical_2_1,5,5,5589,1.1090404903235518,0.2311704542804829,0.12453062323998586,0.9383382636532812,0.19848575619315623,0.10757481574126043,True,3,256,128
butterfly_48_symmetrical_2_2,5,5,5851,1.1515882063895804,0.23165305088098379,0.12714787303067066,0.8803745983360279,0.18724831585377852,0.10240237744808695,True,3,256,128
butterfly_48_symmetrical_2_3,5,5,3945,0.8057022916570443,0.17146896606783077,0.09521657376671253,0.7094570945257183,0.1517738875998703,0.08435819111284698,True,3,256,128
butterfly_48_symmetrical_2_4,5,5,3887,0.7806941235998772,0.16507549282512635,0.0919064467167011,0.6709729564079996,0.14505101918178723,0.0814352685199746,True,3,256,128
butterfly_48_symmetrical_2_5,5,5,5222,0.9523541604660057,0.20172185748599145,0.11083503718222074,0.7922854329989212,0.16824772217299114,0.09312591051847485,True,3,256,128
